"institution_short","course_code_norm","year","hv","url","status","ok","bytes","sha1","course_name_no","fulltext"
"hiof","LMGRLIKT20-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmgrlikt20.html",404,FALSE,NA,NA,NA,NA
"hiof","LMAGENT21-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmagent21.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKHV10321-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukhv10321.html",200,TRUE,254,"0dc11b711c1124a2754c15b5c269cccbf5cda664",NA,NA
"hiof","LMUKHV10421-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukhv10421.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKHV11321-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukhv11321.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKRLE10321-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukrle10321.html",200,TRUE,255,"3b65631c7879f52b7d1c02e6ebdf20b9e495fcc5",NA,NA
"hiof","LMUKRLE10421-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukrle10421.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKRLE11221-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmukrle11221.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKRO11321-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmukro11321.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUMAT10420-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmumat10420.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUNAT10218-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmunat10218.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUNAT11221-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmunat11221.html",404,FALSE,NA,NA,NA,NA
"hiof","LMBMAT10220-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmbmat10220.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUSPA10217-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmuspa10217.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUSPA11219-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmuspa11219.html",404,FALSE,NA,NA,NA,NA
"hiof","LMBMAT10320-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmbmat10320.html",404,FALSE,NA,NA,NA,NA
"hiof","LMBNAT10217-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmbnat10217.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUFRA11221-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmufra11221.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUKRO10317-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmukro10317.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUFRA10217-1",2025,"H","https://www.hiof.no/studier/emner/lusp/lusp/2025/host/lmufra10217.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUTYS10422-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmutys10422.html",200,TRUE,254,"8e3742c8ce17099f1c8ff80485ddad8979dbed9a",NA,NA
"hiof","LMUTYS11222-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmutys11222.html",200,TRUE,254,"ec6c01c6de469d08db0a5bb1585aa19c782c5d69",NA,NA
"hiof","LMUTYS11422-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmutys11422.html",200,TRUE,254,"b77a1e45da3722ba39620655e230500d5e196d44",NA,NA
"hiof","LMUTYS40117-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmutys40117.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUTYS40217-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmutys40217.html",200,TRUE,254,"dc2cd0c9dff01baa32a8d50b278baadc33c48900",NA,NA
"hiof","LMUSPA10317-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmuspa10317.html",404,FALSE,NA,NA,NA,NA
"hiof","LMUSPA10417-1",2026,"V","https://www.hiof.no/studier/emner/lusp/lusp/2026/var/lmuspa10417.html",200,TRUE,254,"04728a03fd0e9d5647c6c0d3f761c9f12b85ccf5",NA,NA
